"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,36,"10001, 10118","13 years","2 or 3",55,153.48,2021,"Q2","HPV",""
"Chinatown/Lower East Side",10002,79,"10002","13 years","2 or 3",497,625.51,2021,"Q2","HPV",""
"East Village/Gramercy/Greenwich Village",10003,26,"10003","13 years","2 or 3",44,171.02,2021,"Q2","HPV",""
"Financial District",10004,0,"10004","13 years","2 or 3",,15.98,2021,"Q2","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Financial District",10005,99,"10005","13 years","2 or 3",15,12.88,2021,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,0,"10006","13 years","2 or 3",,13.93,2021,"Q2","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"TriBeCa",10007,68,"10007","13 years","2 or 3",27,39.9,2021,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,36,"10009","13 years","2 or 3",150,412.11,2021,"Q2","HPV",""
"Flatiron/Gramercy/Kips Bay",10010,47,"10010","13 years","2 or 3",52,110.46,2021,"Q2","HPV",""
"Chelsea",10011,33,"10011","13 years","2 or 3",69,211.64,2021,"Q2","HPV",""
"Greenwich Village/SoHo",10012,42,"10012","13 years","2 or 3",40,96.28,2021,"Q2","HPV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,62,"10013","13 years","2 or 3",105,170.05,2021,"Q2","HPV",""
"Hudson Square/Meatpacking District/West Village",10014,16,"10014","13 years","2 or 3",20,121.6,2021,"Q2","HPV",""
"Kips Bay/Murray Hill/NoMad",10016,41,"10016","13 years","2 or 3",67,164.18,2021,"Q2","HPV",""
"East Midtown/Murray Hill",10017,54,"10017","13 years","2 or 3",24,44.26,2021,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10018,92,"10018","13 years","2 or 3",26,28.17,2021,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,44,"10019, 10020","13 years","2 or 3",66,150.78,2021,"Q2","HPV",""
"Lenox Hill/Upper East Side",10021,42,"10021","13 years","2 or 3",95,224.13,2021,"Q2","HPV",""
"East Midtown",10022,35,"10022","13 years","2 or 3",45,130.25,2021,"Q2","HPV",""
"Lincoln Square",10023,29,"10023","13 years","2 or 3",109,378.83,2021,"Q2","HPV",""
"Upper West Side",10024,26,"10024","13 years","2 or 3",138,528.04,2021,"Q2","HPV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,36,"10025","13 years","2 or 3",266,730.44,2021,"Q2","HPV",""
"Central Harlem (South)",10026,47,"10026","13 years","2 or 3",171,364.16,2021,"Q2","HPV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,59,"10027","13 years","2 or 3",347,591.2,2021,"Q2","HPV",""
"Upper East Side/Yorkville",10028,28,"10028","13 years","2 or 3",103,371.16,2021,"Q2","HPV",""
"East Harlem",10029,63,"10029","13 years","2 or 3",524,834.66,2021,"Q2","HPV",""
"Central Harlem (North)",10030,48,"10030","13 years","2 or 3",173,357.82,2021,"Q2","HPV",""
"Hamilton Heights/West Harlem",10031,53,"10031","13 years","2 or 3",315,594.12,2021,"Q2","HPV",""
"Washington Heights (South)",10032,64,"10032","13 years","2 or 3",341,531.83,2021,"Q2","HPV",""
"Washington Heights (North)/Washington Heights (South)",10033,67,"10033","13 years","2 or 3",338,505.21,2021,"Q2","HPV",""
"Inwood/Washington Heights (North)",10034,64,"10034","13 years","2 or 3",257,400.34,2021,"Q2","HPV",""
"East Harlem",10035,57,"10035","13 years","2 or 3",247,431.99,2021,"Q2","HPV",""
"Hell's Kitchen/Midtown Manhattan",10036,48,"10036","13 years","2 or 3",49,102.57,2021,"Q2","HPV",""
"Central Harlem (North)/East Harlem",10037,64,"10037","13 years","2 or 3",113,176.2,2021,"Q2","HPV",""
"Chinatown/Financial District",10038,60,"10038","13 years","2 or 3",82,136.36,2021,"Q2","HPV",""
"Central Harlem (North)/Washington Heights (South)",10039,51,"10039","13 years","2 or 3",195,380.29,2021,"Q2","HPV",""
"Washington Heights (North)",10040,56,"10040","13 years","2 or 3",240,431.21,2021,"Q2","HPV",""
"Roosevelt Island",10044,23,"10044","13 years","2 or 3",24,104.6,2021,"Q2","HPV",""
"Lenox Hill/Upper East Side",10065,37,"10065","13 years","2 or 3",60,162.04,2021,"Q2","HPV",""
"Lincoln Square",10069,41,"10069","13 years","2 or 3",16,38.97,2021,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Lenox Hill/Upper East Side",10075,47,"10075, 10162","13 years","2 or 3",79,167.92,2021,"Q2","HPV",""
"Upper East Side/Yorkville",10128,29,"10128","13 years","2 or 3",146,505.32,2021,"Q2","HPV",""
"Battery Park City",10280,30,"10280","13 years","2 or 3",15,50.72,2021,"Q2","HPV",""
"Battery Park City",10282,62,"10282","13 years","2 or 3",22,35.68,2021,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Silver Lake/St. George",10301,37,"10301","13 years","2 or 3",177,477.79,2021,"Q2","HPV",""
"Elm Park",10302,43,"10302","13 years","2 or 3",124,289.23,2021,"Q2","HPV",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,36,"10303","13 years","2 or 3",156,435.6,2021,"Q2","HPV",""
"New Dorp/Todt Hill",10304,33,"10304","13 years","2 or 3",197,592.13,2021,"Q2","HPV",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,19,"10305","13 years","2 or 3",94,490.93,2021,"Q2","HPV",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,13,"10306","13 years","2 or 3",96,729.43,2021,"Q2","HPV",""
"Tottenville",10307,7,"10307","13 years","2 or 3",16,222.4,2021,"Q2","HPV",""
"Great Kills",10308,10,"10308","13 years","2 or 3",39,388.41,2021,"Q2","HPV",""
"Charleston/Prince's Bay/Woodrow",10309,12,"10309","13 years","2 or 3",53,453.75,2021,"Q2","HPV",""
"Port Richmond/Randall Manor/West Brighton",10310,32,"10310","13 years","2 or 3",121,375.44,2021,"Q2","HPV",""
"Annadale/Rossville",10312,9,"10312","13 years","2 or 3",70,808.92,2021,"Q2","HPV",""
"Bloomfield/Freshkills Park",10314,18,"10314","13 years","2 or 3",204,1124.08,2021,"Q2","HPV",""
"Concourse/Melrose",10451,89,"10451","13 years","2 or 3",571,638.15,2021,"Q2","HPV",""
"Concourse/Highbridge",10452,74,"10452","13 years","2 or 3",853,1154.12,2021,"Q2","HPV",""
"Morris Heights/Mount Hope/University Heights",10453,75,"10453","13 years","2 or 3",899,1201.21,2021,"Q2","HPV",""
"Mott Haven/Port Morris",10454,76,"10454","13 years","2 or 3",473,619.62,2021,"Q2","HPV",""
"Mott Haven",10455,76,"10455","13 years","2 or 3",502,664.19,2021,"Q2","HPV",""
"Claremont/Morrisania",10456,77,"10456","13 years","2 or 3",1035,1340.61,2021,"Q2","HPV",""
"Belmont/Claremont/Mount Hope/Tremont",10457,74,"10457","13 years","2 or 3",903,1218.18,2021,"Q2","HPV",""
"Belmont/Fordham University/Kingsbridge",10458,75,"10458","13 years","2 or 3",850,1129.63,2021,"Q2","HPV",""
"Charlotte Gardens/Hunts Point",10459,82,"10459","13 years","2 or 3",627,760.87,2021,"Q2","HPV",""
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,61,"10460","13 years","2 or 3",574,946.28,2021,"Q2","HPV",""
"Morris Park/Pelham Bay/Westchester Square",10461,44,"10461","13 years","2 or 3",259,593.27,2021,"Q2","HPV",""
"Parkchester/Pelham Parkway/Van Nest/Westchester Square",10462,63,"10462","13 years","2 or 3",563,894.9,2021,"Q2","HPV",""
"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil",10463,58,"10463","13 years","2 or 3",407,706.58,2021,"Q2","HPV",""
"City Island",10464,86,"10464","13 years","2 or 3",52,60.68,2021,"Q2","HPV",""
"Country Club/Throgs Neck",10465,26,"10465","13 years","2 or 3",163,618.66,2021,"Q2","HPV",""
"Edenwald/Wakefield",10466,49,"10466","13 years","2 or 3",509,1036.73,2021,"Q2","HPV",""
"Allerton/Norwood/Pelham Parkway/Williamsbridge",10467,64,"10467","13 years","2 or 3",782,1227.98,2021,"Q2","HPV",""
"Fordham/Kingsbridge/University Heights",10468,73,"10468","13 years","2 or 3",810,1107.49,2021,"Q2","HPV",""
"Allerton/Baychester/Pelham Gardens/Williamsbridge",10469,46,"10469","13 years","2 or 3",428,923.55,2021,"Q2","HPV",""
"Wakefield/Woodlawn",10470,43,"10470","13 years","2 or 3",77,177.33,2021,"Q2","HPV",""
"Fieldston/North Riverdale/Riverdale",10471,35,"10471","13 years","2 or 3",69,196.18,2021,"Q2","HPV",""
"Soundview",10472,84,"10472","13 years","2 or 3",724,865.17,2021,"Q2","HPV",""
"Castle Hill/Clason Point/Soundview",10473,52,"10473","13 years","2 or 3",453,877.89,2021,"Q2","HPV",""
"Hunts Point",10474,88,"10474","13 years","2 or 3",160,182.35,2021,"Q2","HPV",""
"Co-op City/Edenwald",10475,38,"10475","13 years","2 or 3",168,436.52,2021,"Q2","HPV",""
"Bellerose/Douglaston-Little Neck",11004,84,"11004, 11005","13 years","2 or 3",190,227.46,2021,"Q2","HPV",""
"Astoria (South)/Long Island City/Sunnyside",11101,45,"11101","13 years","2 or 3",142,317.34,2021,"Q2","HPV",""
"Astoria (North)",11102,49,"11102","13 years","2 or 3",128,260.75,2021,"Q2","HPV",""
"Astoria (North)/Astoria (South)",11103,36,"11103","13 years","2 or 3",103,285.98,2021,"Q2","HPV",""
"Sunnyside",11104,60,"11104","13 years","2 or 3",129,214.77,2021,"Q2","HPV",""
"Ditmars Steinway",11105,26,"11105","13 years","2 or 3",76,293.09,2021,"Q2","HPV",""
"Astoria (South)",11106,51,"11106","13 years","2 or 3",159,310.24,2021,"Q2","HPV",""
"Long Island City",11109,0,"11109","13 years","2 or 3",,11.28,2021,"Q2","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Brooklyn Heights/DUMBO/Downtown Brooklyn",11201,44,"11201","13 years","2 or 3",163,369.89,2021,"Q2","HPV",""
"East Flatbush (North)/East Flatbush (South)",11203,42,"11203","13 years","2 or 3",328,782.46,2021,"Q2","HPV",""
"Bensonhurst/Mapleton",11204,25,"11204","13 years","2 or 3",306,1206,2021,"Q2","HPV",""
"Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene",11205,27,"11205","13 years","2 or 3",153,566.98,2021,"Q2","HPV",""
"Williamsburg (South)",11206,25,"11206","13 years","2 or 3",340,1359.44,2021,"Q2","HPV",""
"Cypress Hills/East New York",11207,51,"11207","13 years","2 or 3",678,1325.11,2021,"Q2","HPV",""
"Cypress Hills/East New York",11208,47,"11208","13 years","2 or 3",752,1604.48,2021,"Q2","HPV",""
"Bay Ridge/Fort Hamilton",11209,28,"11209","13 years","2 or 3",215,754.48,2021,"Q2","HPV",""
"Flatlands/Midwood",11210,23,"11210","13 years","2 or 3",202,875.7,2021,"Q2","HPV",""
"East Williamsburg/Williamsburg (North)/Williamsburg (South)",11211,12,"11211, 11249","13 years","2 or 3",175,1428.25,2021,"Q2","HPV",""
"Ocean Hill-Brownsville",11212,51,"11212","13 years","2 or 3",649,1269.16,2021,"Q2","HPV",""
"Crown Heights (East)",11213,29,"11213","13 years","2 or 3",281,976.14,2021,"Q2","HPV",""
"Bath Beach/Bensonhurst/Gravesend",11214,44,"11214","13 years","2 or 3",449,1014.83,2021,"Q2","HPV",""
