"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,37,"10001, 10118","13 years",50,135.33,2023,"Q4","HPV",""
"Chinatown/Lower East Side",10002,59,"10002","13 years",362,615.45,2023,"Q4","HPV",""
"East Village/Gramercy/Greenwich Village",10003,26,"10003","13 years",43,167.22,2023,"Q4","HPV",""
"Financial District",10004,62,"10004","13 years",11,17.82,2023,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,0,"10005","13 years",,12.87,2023,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Financial District",10006,0,"10006","13 years",,10.91,2023,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"TriBeCa",10007,93,"10007","13 years",34,36.74,2023,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,35,"10009","13 years",137,393.36,2023,"Q4","HPV",""
"Flatiron/Gramercy/Kips Bay",10010,45,"10010","13 years",48,107.71,2023,"Q4","HPV",""
"Chelsea",10011,33,"10011","13 years",70,209.6,2023,"Q4","HPV",""
"Greenwich Village/SoHo",10012,30,"10012","13 years",27,90.19,2023,"Q4","HPV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,57,"10013","13 years",99,174.6,2023,"Q4","HPV",""
"Hudson Square/Meatpacking District/West Village",10014,28,"10014","13 years",32,116.09,2023,"Q4","HPV",""
"Kips Bay/Murray Hill/NoMad",10016,40,"10016","13 years",65,162.28,2023,"Q4","HPV",""
"East Midtown/Murray Hill",10017,78,"10017","13 years",33,42.1,2023,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10018,0,"10018","13 years",,23.55,2023,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Hell's Kitchen/Midtown Manhattan",10019,52,"10019, 10020","13 years",72,137.96,2023,"Q4","HPV",""
"Lenox Hill/Upper East Side",10021,35,"10021","13 years",77,218.88,2023,"Q4","HPV",""
"East Midtown",10022,45,"10022","13 years",53,116.82,2023,"Q4","HPV",""
"Lincoln Square",10023,36,"10023","13 years",127,353.35,2023,"Q4","HPV",""
"Upper West Side",10024,31,"10024","13 years",156,497.6,2023,"Q4","HPV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,37,"10025","13 years",266,718.55,2023,"Q4","HPV",""
"Central Harlem (South)",10026,49,"10026","13 years",179,364.19,2023,"Q4","HPV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,50,"10027","13 years",286,571.16,2023,"Q4","HPV",""
"Upper East Side/Yorkville",10028,27,"10028","13 years",96,349.92,2023,"Q4","HPV",""
"East Harlem",10029,67,"10029","13 years",526,786.76,2023,"Q4","HPV",""
"Central Harlem (North)",10030,49,"10030","13 years",170,343.82,2023,"Q4","HPV",""
"Hamilton Heights/West Harlem",10031,56,"10031","13 years",314,559.95,2023,"Q4","HPV",""
"Washington Heights (South)",10032,65,"10032","13 years",348,537.81,2023,"Q4","HPV",""
"Washington Heights (North)/Washington Heights (South)",10033,53,"10033","13 years",274,518.53,2023,"Q4","HPV",""
"Inwood/Washington Heights (North)",10034,52,"10034","13 years",201,390.07,2023,"Q4","HPV",""
"East Harlem",10035,55,"10035","13 years",220,403.61,2023,"Q4","HPV",""
"Hell's Kitchen/Midtown Manhattan",10036,47,"10036","13 years",48,101.45,2023,"Q4","HPV",""
"Central Harlem (North)/East Harlem",10037,60,"10037","13 years",105,173.79,2023,"Q4","HPV",""
"Chinatown/Financial District",10038,51,"10038","13 years",67,131.83,2023,"Q4","HPV",""
"Central Harlem (North)/Washington Heights (South)",10039,45,"10039","13 years",156,348.26,2023,"Q4","HPV",""
"Washington Heights (North)",10040,55,"10040","13 years",228,415.62,2023,"Q4","HPV",""
"Roosevelt Island",10044,29,"10044","13 years",29,101.15,2023,"Q4","HPV",""
"Lenox Hill/Upper East Side",10065,35,"10065","13 years",53,152.38,2023,"Q4","HPV",""
