"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months","3 or 4",119,119.64,2022,"Q4","Hib",""
"Chinatown/Lower East Side",10002,69,"10002","24 - 35 months","3 or 4",358,518.06,2022,"Q4","Hib",""
"East Village/Gramercy/Greenwich Village",10003,76,"10003","24 - 35 months","3 or 4",171,224.39,2022,"Q4","Hib",""
"Financial District",10004,99,"10004","24 - 35 months","3 or 4",35,32.17,2022,"Q4","Hib","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,86,"10005","24 - 35 months","3 or 4",45,52.42,2022,"Q4","Hib",""
"Financial District",10006,99,"10006","24 - 35 months","3 or 4",32,24.45,2022,"Q4","Hib","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,96,"10007","24 - 35 months","3 or 4",111,116.2,2022,"Q4","Hib",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,72,"10009","24 - 35 months","3 or 4",234,323.9,2022,"Q4","Hib",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months","3 or 4",182,177.17,2022,"Q4","Hib",""
"Chelsea",10011,85,"10011","24 - 35 months","3 or 4",245,287.82,2022,"Q4","Hib",""
"Greenwich Village/SoHo",10012,71,"10012","24 - 35 months","3 or 4",88,123.94,2022,"Q4","Hib",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,87,"10013","24 - 35 months","3 or 4",217,248.57,2022,"Q4","Hib",""
"Hudson Square/Meatpacking District/West Village",10014,82,"10014","24 - 35 months","3 or 4",125,153.37,2022,"Q4","Hib",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months","3 or 4",311,312.09,2022,"Q4","Hib",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months","3 or 4",82,82.83,2022,"Q4","Hib",""
"Hell's Kitchen/Midtown Manhattan",10018,88,"10018","24 - 35 months","3 or 4",38,43.28,2022,"Q4","Hib","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months","3 or 4",260,260.18,2022,"Q4","Hib",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months","3 or 4",341,321.59,2022,"Q4","Hib",""
"East Midtown",10022,99,"10022","24 - 35 months","3 or 4",226,220.8,2022,"Q4","Hib",""
"Lincoln Square",10023,73,"10023","24 - 35 months","3 or 4",460,626.86,2022,"Q4","Hib",""
"Upper West Side",10024,66,"10024","24 - 35 months","3 or 4",373,565.19,2022,"Q4","Hib",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,80,"10025","24 - 35 months","3 or 4",544,682.41,2022,"Q4","Hib",""
"Central Harlem (South)",10026,63,"10026","24 - 35 months","3 or 4",243,385.93,2022,"Q4","Hib",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,59,"10027","24 - 35 months","3 or 4",342,575,2022,"Q4","Hib",""
"Upper East Side/Yorkville",10028,82,"10028","24 - 35 months","3 or 4",273,331.42,2022,"Q4","Hib",""
"East Harlem",10029,69,"10029","24 - 35 months","3 or 4",516,745.65,2022,"Q4","Hib",""
