"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,45,"10001, 10118","13 years","2 or 3",69,153.56,2025,"Q2","HPV",""
"Chinatown/Lower East Side",10002,46,"10002","13 years","2 or 3",301,650.6,2025,"Q2","HPV",""
"East Village/Gramercy/Greenwich Village",10003,20,"10003","13 years","2 or 3",34,167.78,2025,"Q2","HPV",""
"Financial District",10004,63,"10004","13 years","2 or 3",10,15.76,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","13 years","2 or 3",16,12.83,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,87,"10006","13 years","2 or 3",12,13.87,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,65,"10007","13 years","2 or 3",26,39.79,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,28,"10009","13 years","2 or 3",115,412.16,2025,"Q2","HPV",""
"Flatiron/Gramercy/Kips Bay",10010,40,"10010","13 years","2 or 3",43,108.37,2025,"Q2","HPV",""
"Chelsea",10011,35,"10011","13 years","2 or 3",72,207.22,2025,"Q2","HPV",""
"Greenwich Village/SoHo",10012,27,"10012","13 years","2 or 3",26,97.08,2025,"Q2","HPV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,59,"10013","13 years","2 or 3",103,175.32,2025,"Q2","HPV",""
"Hudson Square/Meatpacking District/West Village",10014,26,"10014","13 years","2 or 3",30,116.7,2025,"Q2","HPV",""
"Kips Bay/Murray Hill/NoMad",10016,41,"10016","13 years","2 or 3",67,164.78,2025,"Q2","HPV",""
"East Midtown/Murray Hill",10017,99,"10017","13 years","2 or 3",54,44.38,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10018,36,"10018","13 years","2 or 3",11,30.29,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,62,"10019, 10020","13 years","2 or 3",94,150.71,2025,"Q2","HPV",""
"Lenox Hill/Upper East Side",10021,37,"10021","13 years","2 or 3",81,217.04,2025,"Q2","HPV",""
"East Midtown",10022,32,"10022","13 years","2 or 3",41,128.21,2025,"Q2","HPV",""
"Lincoln Square",10023,34,"10023","13 years","2 or 3",127,371.05,2025,"Q2","HPV",""
"Upper West Side",10024,27,"10024","13 years","2 or 3",138,506.93,2025,"Q2","HPV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,29,"10025","13 years","2 or 3",207,713.63,2025,"Q2","HPV",""
"Central Harlem (South)",10026,41,"10026","13 years","2 or 3",143,352.5,2025,"Q2","HPV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,42,"10027","13 years","2 or 3",244,576.53,2025,"Q2","HPV",""
"Upper East Side/Yorkville",10028,24,"10028","13 years","2 or 3",86,356.89,2025,"Q2","HPV",""
"East Harlem",10029,60,"10029","13 years","2 or 3",497,830.16,2025,"Q2","HPV",""
"Central Harlem (North)",10030,45,"10030","13 years","2 or 3",154,343.67,2025,"Q2","HPV",""
"Hamilton Heights/West Harlem",10031,42,"10031","13 years","2 or 3",250,589.99,2025,"Q2","HPV",""
"Washington Heights (South)",10032,62,"10032","13 years","2 or 3",330,534.18,2025,"Q2","HPV",""
"Washington Heights (North)/Washington Heights (South)",10033,54,"10033","13 years","2 or 3",275,507.24,2025,"Q2","HPV",""
"Inwood/Washington Heights (North)",10034,56,"10034","13 years","2 or 3",226,402.55,2025,"Q2","HPV",""
"East Harlem",10035,48,"10035","13 years","2 or 3",204,425.9,2025,"Q2","HPV",""
"Hell's Kitchen/Midtown Manhattan",10036,74,"10036","13 years","2 or 3",76,102.96,2025,"Q2","HPV",""
"Central Harlem (North)/East Harlem",10037,57,"10037","13 years","2 or 3",97,170.23,2025,"Q2","HPV",""
"Chinatown/Financial District",10038,38,"10038","13 years","2 or 3",53,138.52,2025,"Q2","HPV",""
"Central Harlem (North)/Washington Heights (South)",10039,46,"10039","13 years","2 or 3",170,368.48,2025,"Q2","HPV",""
"Washington Heights (North)",10040,46,"10040","13 years","2 or 3",200,433.09,2025,"Q2","HPV",""
"Roosevelt Island",10044,36,"10044","13 years","2 or 3",38,106.94,2025,"Q2","HPV",""
"Lenox Hill/Upper East Side",10065,37,"10065","13 years","2 or 3",59,157.46,2025,"Q2","HPV",""
"Lincoln Square",10069,52,"10069","13 years","2 or 3",21,40.13,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Lenox Hill/Upper East Side",10075,34,"10075, 10162","13 years","2 or 3",55,163.13,2025,"Q2","HPV",""
"Upper East Side/Yorkville",10128,31,"10128","13 years","2 or 3",152,490.59,2025,"Q2","HPV",""
"Battery Park City",10280,22,"10280","13 years","2 or 3",11,50.73,2025,"Q2","HPV",""
"Battery Park City",10282,46,"10282","13 years","2 or 3",16,35,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Silver Lake/St. George",10301,36,"10301","13 years","2 or 3",165,458.92,2025,"Q2","HPV",""
"Elm Park",10302,34,"10302","13 years","2 or 3",93,276.41,2025,"Q2","HPV",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,33,"10303","13 years","2 or 3",140,423.66,2025,"Q2","HPV",""
"New Dorp/Todt Hill",10304,30,"10304","13 years","2 or 3",173,575.75,2025,"Q2","HPV",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,24,"10305","13 years","2 or 3",120,505.62,2025,"Q2","HPV",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,21,"10306","13 years","2 or 3",150,725.08,2025,"Q2","HPV",""
"Tottenville",10307,7,"10307","13 years","2 or 3",14,208.56,2025,"Q2","HPV",""
"Great Kills",10308,15,"10308","13 years","2 or 3",54,369.61,2025,"Q2","HPV",""
"Charleston/Prince's Bay/Woodrow",10309,13,"10309","13 years","2 or 3",54,428.97,2025,"Q2","HPV",""
"Port Richmond/Randall Manor/West Brighton",10310,30,"10310","13 years","2 or 3",108,359.01,2025,"Q2","HPV",""
