"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",4,147,116.61,2023,"Q2","DTaP",""
"Chinatown/Lower East Side",10002,61,"10002","24 - 35 months",4,307,499.86,2023,"Q2","DTaP",""
"East Village/Gramercy/Greenwich Village",10003,90,"10003","24 - 35 months",4,195,215.86,2023,"Q2","DTaP",""
"Financial District",10004,94,"10004","24 - 35 months",4,29,30.84,2023,"Q2","DTaP","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,88,"10005","24 - 35 months",4,44,50.07,2023,"Q2","DTaP",""
"Financial District",10006,99,"10006","24 - 35 months",4,43,23.48,2023,"Q2","DTaP","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,76,"10007","24 - 35 months",4,85,112.08,2023,"Q2","DTaP",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,68,"10009","24 - 35 months",4,215,318.16,2023,"Q2","DTaP",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",4,174,171.28,2023,"Q2","DTaP",""
"Chelsea",10011,87,"10011","24 - 35 months",4,244,279.64,2023,"Q2","DTaP",""
"Greenwich Village/SoHo",10012,75,"10012","24 - 35 months",4,90,119.57,2023,"Q2","DTaP",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","24 - 35 months",4,237,237.53,2023,"Q2","DTaP",""
"Hudson Square/Meatpacking District/West Village",10014,86,"10014","24 - 35 months",4,128,148.88,2023,"Q2","DTaP",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",4,299,299.54,2023,"Q2","DTaP",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",4,81,79.25,2023,"Q2","DTaP",""
"Hell's Kitchen/Midtown Manhattan",10018,91,"10018","24 - 35 months",4,38,41.79,2023,"Q2","DTaP","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",4,304,251.18,2023,"Q2","DTaP",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",4,340,310.01,2023,"Q2","DTaP",""
"East Midtown",10022,95,"10022","24 - 35 months",4,201,212.64,2023,"Q2","DTaP",""
"Lincoln Square",10023,82,"10023","24 - 35 months",4,494,601.9,2023,"Q2","DTaP",""
"Upper West Side",10024,72,"10024","24 - 35 months",4,394,548.5,2023,"Q2","DTaP",""
