"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months","3 or 4",166,115.7,2025,"Q4","Hib",""
"Chinatown/Lower East Side",10002,54,"10002","24 - 35 months","3 or 4",265,491.86,2025,"Q4","Hib",""
"East Village/Gramercy/Greenwich Village",10003,94,"10003","24 - 35 months","3 or 4",202,214.44,2025,"Q4","Hib",""
"Financial District",10004,99,"10004","24 - 35 months","3 or 4",41,30.46,2025,"Q4","Hib","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months","3 or 4",79,49.62,2025,"Q4","Hib","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,99,"10006","24 - 35 months","3 or 4",42,23.33,2025,"Q4","Hib","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,92,"10007","24 - 35 months","3 or 4",103,111.64,2025,"Q4","Hib",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,73,"10009","24 - 35 months","3 or 4",233,317.15,2025,"Q4","Hib",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months","3 or 4",184,169.73,2025,"Q4","Hib",""
"Chelsea",10011,78,"10011","24 - 35 months","3 or 4",217,278.7,2025,"Q4","Hib",""
"Greenwich Village/SoHo",10012,86,"10012","24 - 35 months","3 or 4",102,118.55,2025,"Q4","Hib",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,96,"10013","24 - 35 months","3 or 4",226,235.44,2025,"Q4","Hib",""
"Hudson Square/Meatpacking District/West Village",10014,99,"10014","24 - 35 months","3 or 4",154,148.51,2025,"Q4","Hib",""
"Kips Bay/Murray Hill/NoMad",10016,95,"10016","24 - 35 months","3 or 4",282,295.89,2025,"Q4","Hib",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months","3 or 4",100,78.48,2025,"Q4","Hib",""
"Hell's Kitchen/Midtown Manhattan",10018,90,"10018","24 - 35 months","3 or 4",37,41.27,2025,"Q4","Hib","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,94,"10019, 10020","24 - 35 months","3 or 4",235,249.17,2025,"Q4","Hib",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months","3 or 4",384,308.41,2025,"Q4","Hib",""
"East Midtown",10022,99,"10022","24 - 35 months","3 or 4",221,211.42,2025,"Q4","Hib",""
