"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",3,180,116.61,2023,"Q2","Polio",""
"Chinatown/Lower East Side",10002,70,"10002","24 - 35 months",3,349,499.86,2023,"Q2","Polio",""
"East Village/Gramercy/Greenwich Village",10003,99,"10003","24 - 35 months",3,244,215.86,2023,"Q2","Polio",""
"Financial District",10004,99,"10004","24 - 35 months",3,32,30.84,2023,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",3,56,50.07,2023,"Q2","Polio",""
"Financial District",10006,99,"10006","24 - 35 months",3,49,23.48,2023,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,92,"10007","24 - 35 months",3,103,112.08,2023,"Q2","Polio",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,81,"10009","24 - 35 months",3,257,318.16,2023,"Q2","Polio",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",3,204,171.28,2023,"Q2","Polio",""
"Chelsea",10011,99,"10011","24 - 35 months",3,294,279.64,2023,"Q2","Polio",""
"Greenwich Village/SoHo",10012,87,"10012","24 - 35 months",3,104,119.57,2023,"Q2","Polio",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","24 - 35 months",3,271,237.53,2023,"Q2","Polio",""
"Hudson Square/Meatpacking District/West Village",10014,99,"10014","24 - 35 months",3,153,148.88,2023,"Q2","Polio",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",3,373,299.54,2023,"Q2","Polio",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",3,100,79.25,2023,"Q2","Polio",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",3,45,41.79,2023,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",3,378,251.18,2023,"Q2","Polio",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",3,390,310.01,2023,"Q2","Polio",""
"East Midtown",10022,99,"10022","24 - 35 months",3,242,212.64,2023,"Q2","Polio",""
"Lincoln Square",10023,99,"10023","24 - 35 months",3,599,601.9,2023,"Q2","Polio",""
"Upper West Side",10024,93,"10024","24 - 35 months",3,510,548.5,2023,"Q2","Polio",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,97,"10025","24 - 35 months",3,648,666.23,2023,"Q2","Polio",""
"Central Harlem (South)",10026,69,"10026","24 - 35 months",3,267,385.28,2023,"Q2","Polio",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,73,"10027","24 - 35 months",3,419,573.92,2023,"Q2","Polio",""
"Upper East Side/Yorkville",10028,99,"10028","24 - 35 months",3,325,320.07,2023,"Q2","Polio",""
"East Harlem",10029,90,"10029","24 - 35 months",3,670,744.67,2023,"Q2","Polio",""
"Central Harlem (North)",10030,70,"10030","24 - 35 months",3,248,353.8,2023,"Q2","Polio",""
"Hamilton Heights/West Harlem",10031,88,"10031","24 - 35 months",3,452,515.75,2023,"Q2","Polio",""
"Washington Heights (South)",10032,82,"10032","24 - 35 months",3,394,478.41,2023,"Q2","Polio",""
"Washington Heights (North)/Washington Heights (South)",10033,93,"10033","24 - 35 months",3,466,500.25,2023,"Q2","Polio",""
"Inwood/Washington Heights (North)",10034,85,"10034","24 - 35 months",3,306,360.92,2023,"Q2","Polio",""
"East Harlem",10035,72,"10035","24 - 35 months",3,274,382.2,2023,"Q2","Polio",""
"Hell's Kitchen/Midtown Manhattan",10036,99,"10036","24 - 35 months",3,192,156.69,2023,"Q2","Polio",""
"Central Harlem (North)/East Harlem",10037,99,"10037","24 - 35 months",3,233,168.37,2023,"Q2","Polio",""
"Chinatown/Financial District",10038,99,"10038","24 - 35 months",3,140,138.69,2023,"Q2","Polio",""
"Central Harlem (North)/Washington Heights (South)",10039,70,"10039","24 - 35 months",3,245,350.61,2023,"Q2","Polio",""
"Washington Heights (North)",10040,87,"10040","24 - 35 months",3,335,384.63,2023,"Q2","Polio",""
