"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",3,165,119.64,2022,"Q2","Polio",""
"Chinatown/Lower East Side",10002,99,"10002","24 - 35 months",3,524,518.06,2022,"Q2","Polio",""
"East Village/Gramercy/Greenwich Village",10003,99,"10003","24 - 35 months",3,235,224.39,2022,"Q2","Polio",""
"Financial District",10004,99,"10004","24 - 35 months",3,46,32.17,2022,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",3,85,52.42,2022,"Q2","Polio",""
"Financial District",10006,99,"10006","24 - 35 months",3,47,24.45,2022,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,99,"10007","24 - 35 months",3,136,116.2,2022,"Q2","Polio",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,99,"10009","24 - 35 months",3,361,323.9,2022,"Q2","Polio",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",3,251,177.17,2022,"Q2","Polio",""
"Chelsea",10011,99,"10011","24 - 35 months",3,329,287.82,2022,"Q2","Polio",""
"Greenwich Village/SoHo",10012,99,"10012","24 - 35 months",3,129,123.94,2022,"Q2","Polio",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","24 - 35 months",3,298,248.57,2022,"Q2","Polio",""
"Hudson Square/Meatpacking District/West Village",10014,99,"10014","24 - 35 months",3,172,153.37,2022,"Q2","Polio",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",3,393,312.09,2022,"Q2","Polio",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",3,122,82.83,2022,"Q2","Polio",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",3,81,43.28,2022,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
