"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",3,249,115.7,2025,"Q2","Polio",""
"Chinatown/Lower East Side",10002,76,"10002","24 - 35 months",3,373,491.86,2025,"Q2","Polio",""
"East Village/Gramercy/Greenwich Village",10003,99,"10003","24 - 35 months",3,220,214.44,2025,"Q2","Polio",""
"Financial District",10004,99,"10004","24 - 35 months",3,44,30.46,2025,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",3,91,49.62,2025,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,99,"10006","24 - 35 months",3,52,23.33,2025,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,99,"10007","24 - 35 months",3,119,111.64,2025,"Q2","Polio",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,88,"10009","24 - 35 months",3,278,317.15,2025,"Q2","Polio",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",3,239,169.73,2025,"Q2","Polio",""
"Chelsea",10011,96,"10011","24 - 35 months",3,267,278.7,2025,"Q2","Polio",""
"Greenwich Village/SoHo",10012,87,"10012","24 - 35 months",3,103,118.55,2025,"Q2","Polio",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","24 - 35 months",3,248,235.44,2025,"Q2","Polio",""
"Hudson Square/Meatpacking District/West Village",10014,99,"10014","24 - 35 months",3,164,148.51,2025,"Q2","Polio",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",3,335,295.89,2025,"Q2","Polio",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",3,169,78.48,2025,"Q2","Polio",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",3,56,41.27,2025,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",3,364,249.17,2025,"Q2","Polio",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",3,403,308.41,2025,"Q2","Polio",""
"East Midtown",10022,99,"10022","24 - 35 months",3,233,211.42,2025,"Q2","Polio",""
"Lincoln Square",10023,95,"10023","24 - 35 months",3,567,595.97,2025,"Q2","Polio",""
"Upper West Side",10024,99,"10024","24 - 35 months",3,541,547.69,2025,"Q2","Polio",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,99,"10025","24 - 35 months",3,659,664.55,2025,"Q2","Polio",""
"Central Harlem (South)",10026,73,"10026","24 - 35 months",3,278,383.09,2025,"Q2","Polio",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,74,"10027","24 - 35 months",3,424,570.32,2025,"Q2","Polio",""
"Upper East Side/Yorkville",10028,99,"10028","24 - 35 months",3,390,318.85,2025,"Q2","Polio",""
"East Harlem",10029,93,"10029","24 - 35 months",3,689,740.35,2025,"Q2","Polio",""
"Central Harlem (North)",10030,63,"10030","24 - 35 months",3,220,351.61,2025,"Q2","Polio",""
"Hamilton Heights/West Harlem",10031,80,"10031","24 - 35 months",3,411,515.97,2025,"Q2","Polio",""
"Washington Heights (South)",10032,98,"10032","24 - 35 months",3,469,479.52,2025,"Q2","Polio",""
"Washington Heights (North)/Washington Heights (South)",10033,81,"10033","24 - 35 months",3,405,502.22,2025,"Q2","Polio",""
"Inwood/Washington Heights (North)",10034,91,"10034","24 - 35 months",3,330,362.58,2025,"Q2","Polio",""
"East Harlem",10035,71,"10035","24 - 35 months",3,272,381.29,2025,"Q2","Polio",""
"Hell's Kitchen/Midtown Manhattan",10036,99,"10036","24 - 35 months",3,244,155.62,2025,"Q2","Polio",""
"Central Harlem (North)/East Harlem",10037,99,"10037","24 - 35 months",3,221,167.34,2025,"Q2","Polio",""
"Chinatown/Financial District",10038,93,"10038","24 - 35 months",3,128,137.2,2025,"Q2","Polio",""
"Central Harlem (North)/Washington Heights (South)",10039,54,"10039","24 - 35 months",3,189,348.79,2025,"Q2","Polio",""
"Washington Heights (North)",10040,88,"10040","24 - 35 months",3,342,386.85,2025,"Q2","Polio",""
"Roosevelt Island",10044,99,"10044","24 - 35 months",3,147,97.48,2025,"Q2","Polio",""
"Lenox Hill/Upper East Side",10065,99,"10065","24 - 35 months",3,349,246.14,2025,"Q2","Polio",""
"Lincoln Square",10069,99,"10069","24 - 35 months",3,78,61.58,2025,"Q2","Polio",""
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","24 - 35 months",3,270,180.1,2025,"Q2","Polio",""
"Upper East Side/Yorkville",10128,99,"10128","24 - 35 months",3,559,443.68,2025,"Q2","Polio",""
"Battery Park City",10280,66,"10280","24 - 35 months",3,89,134.74,2025,"Q2","Polio",""
"Battery Park City",10282,89,"10282","24 - 35 months",3,104,116.84,2025,"Q2","Polio",""
"Silver Lake/St. George",10301,99,"10301","24 - 35 months",3,407,390.6,2025,"Q2","Polio",""
