"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,55,"10001, 10118","13 years","2 or 3",85,153.56,2025,"Q4","HPV",""
"Chinatown/Lower East Side",10002,48,"10002","13 years","2 or 3",311,650.6,2025,"Q4","HPV",""
"East Village/Gramercy/Greenwich Village",10003,18,"10003","13 years","2 or 3",30,167.78,2025,"Q4","HPV",""
"Financial District",10004,0,"10004","13 years","2 or 3",,15.76,2025,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Financial District",10005,99,"10005","13 years","2 or 3",20,12.83,2025,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,87,"10006","13 years","2 or 3",12,13.87,2025,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,55,"10007","13 years","2 or 3",22,39.79,2025,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,32,"10009","13 years","2 or 3",132,412.16,2025,"Q4","HPV",""
"Flatiron/Gramercy/Kips Bay",10010,47,"10010","13 years","2 or 3",51,108.37,2025,"Q4","HPV",""
"Chelsea",10011,29,"10011","13 years","2 or 3",60,207.22,2025,"Q4","HPV",""
"Greenwich Village/SoHo",10012,19,"10012","13 years","2 or 3",18,97.08,2025,"Q4","HPV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,60,"10013","13 years","2 or 3",105,175.32,2025,"Q4","HPV",""
"Hudson Square/Meatpacking District/West Village",10014,21,"10014","13 years","2 or 3",24,116.7,2025,"Q4","HPV",""
"Kips Bay/Murray Hill/NoMad",10016,35,"10016","13 years","2 or 3",57,164.78,2025,"Q4","HPV",""
"East Midtown/Murray Hill",10017,99,"10017","13 years","2 or 3",62,44.38,2025,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10018,40,"10018","13 years","2 or 3",12,30.29,2025,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,51,"10019, 10020","13 years","2 or 3",77,150.71,2025,"Q4","HPV",""
"Lenox Hill/Upper East Side",10021,41,"10021","13 years","2 or 3",89,217.04,2025,"Q4","HPV",""
"East Midtown",10022,34,"10022","13 years","2 or 3",44,128.21,2025,"Q4","HPV",""
"Lincoln Square",10023,39,"10023","13 years","2 or 3",144,371.05,2025,"Q4","HPV",""
"Upper West Side",10024,27,"10024","13 years","2 or 3",135,506.93,2025,"Q4","HPV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,31,"10025","13 years","2 or 3",224,713.63,2025,"Q4","HPV",""
"Central Harlem (South)",10026,42,"10026","13 years","2 or 3",148,352.5,2025,"Q4","HPV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,47,"10027","13 years","2 or 3",270,576.53,2025,"Q4","HPV",""
"Upper East Side/Yorkville",10028,22,"10028","13 years","2 or 3",79,356.89,2025,"Q4","HPV",""
"East Harlem",10029,57,"10029","13 years","2 or 3",472,830.16,2025,"Q4","HPV",""
"Central Harlem (North)",10030,45,"10030","13 years","2 or 3",154,343.67,2025,"Q4","HPV",""
"Hamilton Heights/West Harlem",10031,45,"10031","13 years","2 or 3",263,589.99,2025,"Q4","HPV",""
