"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months","4:3:1:3:3:1:4",149,115.7,2025,"Q4",4313314,""
"Chinatown/Lower East Side",10002,48,"10002","24 - 35 months","4:3:1:3:3:1:4",238,491.86,2025,"Q4",4313314,""
"East Village/Gramercy/Greenwich Village",10003,85,"10003","24 - 35 months","4:3:1:3:3:1:4",183,214.44,2025,"Q4",4313314,""
"Financial District",10004,99,"10004","24 - 35 months","4:3:1:3:3:1:4",34,30.46,2025,"Q4",4313314,"Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months","4:3:1:3:3:1:4",59,49.62,2025,"Q4",4313314,"Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,99,"10006","24 - 35 months","4:3:1:3:3:1:4",40,23.33,2025,"Q4",4313314,"Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,72,"10007","24 - 35 months","4:3:1:3:3:1:4",80,111.64,2025,"Q4",4313314,""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,66,"10009","24 - 35 months","4:3:1:3:3:1:4",208,317.15,2025,"Q4",4313314,""
"Flatiron/Gramercy/Kips Bay",10010,98,"10010","24 - 35 months","4:3:1:3:3:1:4",166,169.73,2025,"Q4",4313314,""
"Chelsea",10011,69,"10011","24 - 35 months","4:3:1:3:3:1:4",192,278.7,2025,"Q4",4313314,""
"Greenwich Village/SoHo",10012,78,"10012","24 - 35 months","4:3:1:3:3:1:4",92,118.55,2025,"Q4",4313314,""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,72,"10013","24 - 35 months","4:3:1:3:3:1:4",169,235.44,2025,"Q4",4313314,""
"Hudson Square/Meatpacking District/West Village",10014,85,"10014","24 - 35 months","4:3:1:3:3:1:4",126,148.51,2025,"Q4",4313314,""
"Kips Bay/Murray Hill/NoMad",10016,80,"10016","24 - 35 months","4:3:1:3:3:1:4",237,295.89,2025,"Q4",4313314,""
"East Midtown/Murray Hill",10017,93,"10017","24 - 35 months","4:3:1:3:3:1:4",73,78.48,2025,"Q4",4313314,""
"Hell's Kitchen/Midtown Manhattan",10018,68,"10018","24 - 35 months","4:3:1:3:3:1:4",28,41.27,2025,"Q4",4313314,"Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,79,"10019, 10020","24 - 35 months","4:3:1:3:3:1:4",196,249.17,2025,"Q4",4313314,""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months","4:3:1:3:3:1:4",324,308.41,2025,"Q4",4313314,""
"East Midtown",10022,90,"10022","24 - 35 months","4:3:1:3:3:1:4",190,211.42,2025,"Q4",4313314,""
"Lincoln Square",10023,62,"10023","24 - 35 months","4:3:1:3:3:1:4",370,595.97,2025,"Q4",4313314,""
"Upper West Side",10024,78,"10024","24 - 35 months","4:3:1:3:3:1:4",426,547.69,2025,"Q4",4313314,""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,74,"10025","24 - 35 months","4:3:1:3:3:1:4",491,664.55,2025,"Q4",4313314,""
"Central Harlem (South)",10026,49,"10026","24 - 35 months","4:3:1:3:3:1:4",186,383.09,2025,"Q4",4313314,""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,49,"10027","24 - 35 months","4:3:1:3:3:1:4",282,570.32,2025,"Q4",4313314,""
"Upper East Side/Yorkville",10028,86,"10028","24 - 35 months","4:3:1:3:3:1:4",273,318.85,2025,"Q4",4313314,""
"East Harlem",10029,58,"10029","24 - 35 months","4:3:1:3:3:1:4",427,740.35,2025,"Q4",4313314,""
"Central Harlem (North)",10030,35,"10030","24 - 35 months","4:3:1:3:3:1:4",122,351.61,2025,"Q4",4313314,""
"Hamilton Heights/West Harlem",10031,55,"10031","24 - 35 months","4:3:1:3:3:1:4",282,515.97,2025,"Q4",4313314,""
"Washington Heights (South)",10032,60,"10032","24 - 35 months","4:3:1:3:3:1:4",287,479.52,2025,"Q4",4313314,""
"Washington Heights (North)/Washington Heights (South)",10033,56,"10033","24 - 35 months","4:3:1:3:3:1:4",281,502.22,2025,"Q4",4313314,""
"Inwood/Washington Heights (North)",10034,64,"10034","24 - 35 months","4:3:1:3:3:1:4",233,362.58,2025,"Q4",4313314,""
"East Harlem",10035,49,"10035","24 - 35 months","4:3:1:3:3:1:4",185,381.29,2025,"Q4",4313314,""
"Hell's Kitchen/Midtown Manhattan",10036,79,"10036","24 - 35 months","4:3:1:3:3:1:4",123,155.62,2025,"Q4",4313314,""
"Central Harlem (North)/East Harlem",10037,72,"10037","24 - 35 months","4:3:1:3:3:1:4",120,167.34,2025,"Q4",4313314,""
