"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",4,142,116.61,2023,"Q4","PCV",""
"Chinatown/Lower East Side",10002,58,"10002","24 - 35 months",4,292,499.86,2023,"Q4","PCV",""
"East Village/Gramercy/Greenwich Village",10003,99,"10003","24 - 35 months",4,229,215.86,2023,"Q4","PCV",""
"Financial District",10004,94,"10004","24 - 35 months",4,29,30.84,2023,"Q4","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",4,60,50.07,2023,"Q4","PCV",""
"Financial District",10006,99,"10006","24 - 35 months",4,42,23.48,2023,"Q4","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,76,"10007","24 - 35 months",4,85,112.08,2023,"Q4","PCV",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,69,"10009","24 - 35 months",4,221,318.16,2023,"Q4","PCV",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",4,190,171.28,2023,"Q4","PCV",""
"Chelsea",10011,88,"10011","24 - 35 months",4,247,279.64,2023,"Q4","PCV",""
"Greenwich Village/SoHo",10012,78,"10012","24 - 35 months",4,93,119.57,2023,"Q4","PCV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","24 - 35 months",4,269,237.53,2023,"Q4","PCV",""
"Hudson Square/Meatpacking District/West Village",10014,99,"10014","24 - 35 months",4,147,148.88,2023,"Q4","PCV",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",4,312,299.54,2023,"Q4","PCV",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",4,94,79.25,2023,"Q4","PCV",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",4,42,41.79,2023,"Q4","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",4,276,251.18,2023,"Q4","PCV",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",4,362,310.01,2023,"Q4","PCV",""
"East Midtown",10022,98,"10022","24 - 35 months",4,209,212.64,2023,"Q4","PCV",""
"Lincoln Square",10023,87,"10023","24 - 35 months",4,522,601.9,2023,"Q4","PCV",""
"Upper West Side",10024,86,"10024","24 - 35 months",4,472,548.5,2023,"Q4","PCV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,86,"10025","24 - 35 months",4,571,666.23,2023,"Q4","PCV",""
"Central Harlem (South)",10026,64,"10026","24 - 35 months",4,245,385.28,2023,"Q4","PCV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,64,"10027","24 - 35 months",4,368,573.92,2023,"Q4","PCV",""
"Upper East Side/Yorkville",10028,97,"10028","24 - 35 months",4,310,320.07,2023,"Q4","PCV",""
"East Harlem",10029,76,"10029","24 - 35 months",4,566,744.67,2023,"Q4","PCV",""
"Central Harlem (North)",10030,56,"10030","24 - 35 months",4,199,353.8,2023,"Q4","PCV",""
"Hamilton Heights/West Harlem",10031,71,"10031","24 - 35 months",4,368,515.75,2023,"Q4","PCV",""
"Washington Heights (South)",10032,79,"10032","24 - 35 months",4,379,478.41,2023,"Q4","PCV",""
