"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,12,"10001, 10118","9 - 10 years",1,30,242.64,2023,"Q4","HPV",""
"Chinatown/Lower East Side",10002,8,"10002","9 - 10 years",1,109,1331.77,2023,"Q4","HPV",""
"East Village/Gramercy/Greenwich Village",10003,0,"10003","9 - 10 years",1,,353.57,2023,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Financial District",10004,0,"10004","9 - 10 years",1,,31.94,2023,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Financial District",10005,0,"10005","9 - 10 years",1,,50.98,2023,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Financial District",10006,0,"10006","9 - 10 years",1,,21.31,2023,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"TriBeCa",10007,0,"10007","9 - 10 years",1,,130.68,2023,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,3,"10009","9 - 10 years",1,23,749.52,2023,"Q4","HPV",""
"Flatiron/Gramercy/Kips Bay",10010,6,"10010","9 - 10 years",1,17,264.56,2023,"Q4","HPV",""
"Chelsea",10011,4,"10011","9 - 10 years",1,20,453.25,2023,"Q4","HPV",""
"Greenwich Village/SoHo",10012,0,"10012","9 - 10 years",1,,221.8,2023,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,4,"10013","9 - 10 years",1,17,441.08,2023,"Q4","HPV",""
"Hudson Square/Meatpacking District/West Village",10014,0,"10014","9 - 10 years",1,,266.37,2023,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Kips Bay/Murray Hill/NoMad",10016,8,"10016","9 - 10 years",1,30,392.48,2023,"Q4","HPV",""
"East Midtown/Murray Hill",10017,54,"10017","9 - 10 years",1,55,102.02,2023,"Q4","HPV",""
"Hell's Kitchen/Midtown Manhattan",10018,19,"10018","9 - 10 years",1,10,51.53,2023,"Q4","HPV",""
"Hell's Kitchen/Midtown Manhattan",10019,18,"10019, 10020","9 - 10 years",1,56,316.73,2023,"Q4","HPV",""
"Lenox Hill/Upper East Side",10021,4,"10021","9 - 10 years",1,21,559.93,2023,"Q4","HPV",""
"East Midtown",10022,0,"10022","9 - 10 years",1,,311.63,2023,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Lincoln Square",10023,3,"10023","9 - 10 years",1,23,863.9,2023,"Q4","HPV",""
"Upper West Side",10024,2,"10024","9 - 10 years",1,18,1070.22,2023,"Q4","HPV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,4,"10025","9 - 10 years",1,61,1429.68,2023,"Q4","HPV",""
"Central Harlem (South)",10026,10,"10026","9 - 10 years",1,73,748.04,2023,"Q4","HPV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,10,"10027","9 - 10 years",1,118,1172.97,2023,"Q4","HPV",""
"Upper East Side/Yorkville",10028,0,"10028","9 - 10 years",1,,794.59,2023,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"East Harlem",10029,16,"10029","9 - 10 years",1,264,1680.91,2023,"Q4","HPV",""
"Central Harlem (North)",10030,9,"10030","9 - 10 years",1,63,692.81,2023,"Q4","HPV",""
"Hamilton Heights/West Harlem",10031,11,"10031","9 - 10 years",1,118,1098.85,2023,"Q4","HPV",""
"Washington Heights (South)",10032,12,"10032","9 - 10 years",1,111,963.97,2023,"Q4","HPV",""
