"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,40,"10001, 10118","13 years",54,135.33,2023,"Q2","HPV",""
"Chinatown/Lower East Side",10002,56,"10002","13 years",344,615.45,2023,"Q2","HPV",""
"East Village/Gramercy/Greenwich Village",10003,17,"10003","13 years",29,167.22,2023,"Q2","HPV",""
"Financial District",10004,99,"10004","13 years",20,17.82,2023,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,0,"10005","13 years",,12.87,2023,"Q2","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Financial District",10006,0,"10006","13 years",,10.91,2023,"Q2","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"TriBeCa",10007,90,"10007","13 years",33,36.74,2023,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,38,"10009","13 years",148,393.36,2023,"Q2","HPV",""
"Flatiron/Gramercy/Kips Bay",10010,42,"10010","13 years",45,107.71,2023,"Q2","HPV",""
"Chelsea",10011,31,"10011","13 years",65,209.6,2023,"Q2","HPV",""
"Greenwich Village/SoHo",10012,26,"10012","13 years",23,90.19,2023,"Q2","HPV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,64,"10013","13 years",112,174.6,2023,"Q2","HPV",""
"Hudson Square/Meatpacking District/West Village",10014,32,"10014","13 years",37,116.09,2023,"Q2","HPV",""
"Kips Bay/Murray Hill/NoMad",10016,35,"10016","13 years",57,162.28,2023,"Q2","HPV",""
"East Midtown/Murray Hill",10017,76,"10017","13 years",32,42.1,2023,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10018,0,"10018","13 years",,23.55,2023,"Q2","HPV","Neighborhood areas with counts of less than 10 are suppressed"
