"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",4,162,115.7,2025,"Q4","PCV",""
"Chinatown/Lower East Side",10002,51,"10002","24 - 35 months",4,252,491.86,2025,"Q4","PCV",""
"East Village/Gramercy/Greenwich Village",10003,92,"10003","24 - 35 months",4,198,214.44,2025,"Q4","PCV",""
"Financial District",10004,99,"10004","24 - 35 months",4,37,30.46,2025,"Q4","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",4,68,49.62,2025,"Q4","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,99,"10006","24 - 35 months",4,43,23.33,2025,"Q4","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,78,"10007","24 - 35 months",4,87,111.64,2025,"Q4","PCV",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,72,"10009","24 - 35 months",4,228,317.15,2025,"Q4","PCV",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",4,176,169.73,2025,"Q4","PCV",""
"Chelsea",10011,74,"10011","24 - 35 months",4,206,278.7,2025,"Q4","PCV",""
"Greenwich Village/SoHo",10012,79,"10012","24 - 35 months",4,94,118.55,2025,"Q4","PCV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,78,"10013","24 - 35 months",4,184,235.44,2025,"Q4","PCV",""
"Hudson Square/Meatpacking District/West Village",10014,92,"10014","24 - 35 months",4,137,148.51,2025,"Q4","PCV",""
"Kips Bay/Murray Hill/NoMad",10016,91,"10016","24 - 35 months",4,268,295.89,2025,"Q4","PCV",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",4,82,78.48,2025,"Q4","PCV",""
"Hell's Kitchen/Midtown Manhattan",10018,80,"10018","24 - 35 months",4,33,41.27,2025,"Q4","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,89,"10019, 10020","24 - 35 months",4,221,249.17,2025,"Q4","PCV",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",4,355,308.41,2025,"Q4","PCV",""
"East Midtown",10022,97,"10022","24 - 35 months",4,205,211.42,2025,"Q4","PCV",""
"Lincoln Square",10023,68,"10023","24 - 35 months",4,403,595.97,2025,"Q4","PCV",""
"Upper West Side",10024,83,"10024","24 - 35 months",4,452,547.69,2025,"Q4","PCV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,79,"10025","24 - 35 months",4,522,664.55,2025,"Q4","PCV",""
"Central Harlem (South)",10026,52,"10026","24 - 35 months",4,201,383.09,2025,"Q4","PCV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,55,"10027","24 - 35 months",4,313,570.32,2025,"Q4","PCV",""
"Upper East Side/Yorkville",10028,96,"10028","24 - 35 months",4,307,318.85,2025,"Q4","PCV",""
"East Harlem",10029,65,"10029","24 - 35 months",4,481,740.35,2025,"Q4","PCV",""
"Central Harlem (North)",10030,41,"10030","24 - 35 months",4,143,351.61,2025,"Q4","PCV",""
"Hamilton Heights/West Harlem",10031,60,"10031","24 - 35 months",4,311,515.97,2025,"Q4","PCV",""
"Washington Heights (South)",10032,67,"10032","24 - 35 months",4,319,479.52,2025,"Q4","PCV",""
"Washington Heights (North)/Washington Heights (South)",10033,63,"10033","24 - 35 months",4,316,502.22,2025,"Q4","PCV",""
"Inwood/Washington Heights (North)",10034,70,"10034","24 - 35 months",4,252,362.58,2025,"Q4","PCV",""
"East Harlem",10035,55,"10035","24 - 35 months",4,210,381.29,2025,"Q4","PCV",""
"Hell's Kitchen/Midtown Manhattan",10036,90,"10036","24 - 35 months",4,140,155.62,2025,"Q4","PCV",""
"Central Harlem (North)/East Harlem",10037,79,"10037","24 - 35 months",4,133,167.34,2025,"Q4","PCV",""
"Chinatown/Financial District",10038,61,"10038","24 - 35 months",4,84,137.2,2025,"Q4","PCV",""
"Central Harlem (North)/Washington Heights (South)",10039,44,"10039","24 - 35 months",4,153,348.79,2025,"Q4","PCV",""
"Washington Heights (North)",10040,67,"10040","24 - 35 months",4,260,386.85,2025,"Q4","PCV",""
"Roosevelt Island",10044,97,"10044","24 - 35 months",4,95,97.48,2025,"Q4","PCV",""
"Lenox Hill/Upper East Side",10065,99,"10065","24 - 35 months",4,327,246.14,2025,"Q4","PCV",""
"Lincoln Square",10069,96,"10069","24 - 35 months",4,59,61.58,2025,"Q4","PCV",""
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","24 - 35 months",4,217,180.1,2025,"Q4","PCV",""
"Upper East Side/Yorkville",10128,91,"10128","24 - 35 months",4,405,443.68,2025,"Q4","PCV",""
"Battery Park City",10280,48,"10280","24 - 35 months",4,64,134.74,2025,"Q4","PCV",""
"Battery Park City",10282,52,"10282","24 - 35 months",4,61,116.84,2025,"Q4","PCV",""
"Silver Lake/St. George",10301,74,"10301","24 - 35 months",4,290,390.6,2025,"Q4","PCV",""
"Elm Park",10302,67,"10302","24 - 35 months",4,163,244,2025,"Q4","PCV",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,65,"10303","24 - 35 months",4,209,319.1,2025,"Q4","PCV",""
"New Dorp/Todt Hill",10304,60,"10304","24 - 35 months",4,285,474.05,2025,"Q4","PCV",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,61,"10305","24 - 35 months",4,256,417.59,2025,"Q4","PCV",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,53,"10306","24 - 35 months",4,295,554.92,2025,"Q4","PCV",""
"Tottenville",10307,57,"10307","24 - 35 months",4,80,141.45,2025,"Q4","PCV",""
"Great Kills",10308,65,"10308","24 - 35 months",4,183,282.9,2025,"Q4","PCV",""
"Charleston/Prince's Bay/Woodrow",10309,49,"10309","24 - 35 months",4,171,349.71,2025,"Q4","PCV",""
"Port Richmond/Randall Manor/West Brighton",10310,68,"10310","24 - 35 months",4,202,298.22,2025,"Q4","PCV",""
"Annadale/Rossville",10312,56,"10312","24 - 35 months",4,331,589.56,2025,"Q4","PCV",""
"Bloomfield/Freshkills Park",10314,60,"10314","24 - 35 months",4,548,917.08,2025,"Q4","PCV",""
"Concourse/Melrose",10451,88,"10451","24 - 35 months",4,507,574.64,2025,"Q4","PCV",""
"Concourse/Highbridge",10452,66,"10452","24 - 35 months",4,685,1041.22,2025,"Q4","PCV",""
"Morris Heights/Mount Hope/University Heights",10453,65,"10453","24 - 35 months",4,683,1049.75,2025,"Q4","PCV",""
"Mott Haven/Port Morris",10454,59,"10454","24 - 35 months",4,311,525.43,2025,"Q4","PCV",""
"Mott Haven",10455,65,"10455","24 - 35 months",4,349,540.21,2025,"Q4","PCV",""
"Claremont/Morrisania",10456,67,"10456","24 - 35 months",4,782,1159.8,2025,"Q4","PCV",""
"Belmont/Claremont/Mount Hope/Tremont",10457,67,"10457","24 - 35 months",4,736,1098.88,2025,"Q4","PCV",""
"Belmont/Fordham University/Kingsbridge",10458,75,"10458","24 - 35 months",4,770,1033.11,2025,"Q4","PCV",""
"Charlotte Gardens/Hunts Point",10459,60,"10459","24 - 35 months",4,413,693.52,2025,"Q4","PCV",""
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,70,"10460","24 - 35 months",4,565,808.7,2025,"Q4","PCV",""
"Morris Park/Pelham Bay/Westchester Square",10461,83,"10461","24 - 35 months",4,474,570.05,2025,"Q4","PCV",""
"Parkchester/Pelham Parkway/Van Nest/Westchester Square",10462,83,"10462","24 - 35 months",4,741,892.77,2025,"Q4","PCV",""
"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil",10463,71,"10463","24 - 35 months",4,539,759.09,2025,"Q4","PCV",""
"City Island",10464,99,"10464","24 - 35 months",4,60,32.86,2025,"Q4","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Country Club/Throgs Neck",10465,68,"10465","24 - 35 months",4,325,479.09,2025,"Q4","PCV",""
"Edenwald/Wakefield",10466,60,"10466","24 - 35 months",4,469,778.12,2025,"Q4","PCV",""
"Allerton/Norwood/Pelham Parkway/Williamsbridge",10467,77,"10467","24 - 35 months",4,905,1180.74,2025,"Q4","PCV",""
"Fordham/Kingsbridge/University Heights",10468,63,"10468","24 - 35 months",4,647,1034.37,2025,"Q4","PCV",""
